epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,493.043,0.33005,0.35236,0.8245,0.93518,0.92571,0.9415,0.89005,0.31823,0.30765,0.82322,0.000318825,0.000318825,0.000318825
183,495.739,0.3244,0.35031,0.82627,0.93561,0.92529,0.94215,0.88838,0.3197,0.30816,0.82336,0.000296546,0.000296546,0.000296546
184,498.396,0.31127,0.35416,0.82357,0.93559,0.92503,0.94223,0.88672,0.32352,0.31009,0.82434,0.000275441,0.000275441,0.000275441
185,501.06,0.31984,0.34277,0.82245,0.93558,0.92488,0.94186,0.88433,0.3245,0.31174,0.82478,0.000255513,0.000255513,0.000255513
186,503.723,0.32094,0.34967,0.82333,0.93556,0.92457,0.94155,0.88227,0.32821,0.31013,0.8251,0.000236769,0.000236769,0.000236769
187,506.375,0.31963,0.35138,0.82405,0.93572,0.92453,0.94031,0.88135,0.33316,0.30981,0.82505,0.000219212,0.000219212,0.000219212
188,509.022,0.32183,0.35105,0.82193,0.93554,0.92453,0.94037,0.8836,0.32358,0.30811,0.82345,0.000202847,0.000202847,0.000202847
189,511.785,0.32308,0.34446,0.82652,0.93554,0.92453,0.94014,0.8846,0.31853,0.30679,0.82282,0.000187678,0.000187678,0.000187678
190,514.444,0.3238,0.35361,0.82163,0.93546,0.92453,0.94013,0.88039,0.32603,0.3084,0.82392,0.000173709,0.000173709,0.000173709
191,518.74,0.30181,0.34099,0.82151,0.93571,0.92683,0.94098,0.87996,0.329,0.30944,0.82495,0.000160943,0.000160943,0.000160943
192,521.353,0.29716,0.33852,0.81773,0.93618,0.92571,0.93923,0.88231,0.31621,0.31036,0.82417,0.000149383,0.000149383,0.000149383
193,523.948,0.29362,0.32999,0.81407,0.9363,0.92571,0.94118,0.8852,0.31605,0.3094,0.82435,0.000139032,0.000139032,0.000139032
194,526.543,0.28255,0.32363,0.80905,0.93608,0.92571,0.94252,0.88398,0.32541,0.30943,0.82509,0.000129893,0.000129893,0.000129893
195,529.142,0.28403,0.32637,0.8118,0.93559,0.92571,0.94304,0.88181,0.33435,0.31108,0.82604,0.000121968,0.000121968,0.000121968
196,531.913,0.28353,0.32667,0.80588,0.93557,0.92571,0.94201,0.88168,0.33024,0.30997,0.82596,0.000115259,0.000115259,0.000115259
197,534.508,0.28229,0.32169,0.81318,0.9356,0.92505,0.94189,0.88429,0.32086,0.30794,0.8254,0.000109768,0.000109768,0.000109768
198,537.092,0.28095,0.32838,0.81107,0.93558,0.92486,0.94269,0.88286,0.31899,0.30782,0.82482,0.000105495,0.000105495,0.000105495
199,539.68,0.28329,0.32346,0.80698,0.9355,0.92571,0.94273,0.88003,0.32536,0.30852,0.82505,0.000102443,0.000102443,0.000102443
200,542.263,0.27681,0.32248,0.80919,0.93675,0.92563,0.94222,0.88068,0.32864,0.30836,0.82518,0.000100611,0.000100611,0.000100611
